greetings,goede avond
greetings,bedankt voor uw dienst
greetings,ik dank u
geefBestemmingen,Is er een mogelijkheid om naar Noorwegen te gaan met de bus ?
geefReisTijden,wanneer kan ik reizen op 9 augustus 2020 van Gent naar Amsterdam ?
geefReisTijden,Wanneer rijden de bussen naar Rock Werchter ?
geefReisTijden,"Ik ga met mijn vrienden gaan skieën van 3 februari tot 10 februari in Val d'Isère, geef me alle bussen die ik kan nemen !"
geefReisTijden,"Ik woon in Brugge en wil naar Amsterdam, toon me alle bussen op 12 december"
boekBusreis,Reserveer een ticket naar parijs voor morgen
boekBusreis,Wil je 2 tickets reserveren voor de eerstvolgende bus naar Parijs ?
boekBusreis,Gelieve een plaats te boeken voor mij naar Lille
geefActueleInfo,Zijn er vertragingen voor de bus van Amsterdam naar Gent van 19u25 ?
geefActueleInfo,Zijn er vertragingen door het slechte weer vandaag ?
geefActueleInfo,Wanneer komt mijn bus ?
geefActueleInfo,Is er vertraging voor de bus van 7u25 van Brugge naar de Efteling ?
wijzigBusreis,ik wil graag een bus van een ander uur boeken
wijzigBusreis,Ik wil een andere bus reserveren
wijzigBusreis,Ik zou graag een andere dag boeken voor mijn busreis
annuleerBusreis,"Ik heb een busreis geboekt met mijn kinderen, maar door het slechte weer zou ik die graag annuleren"
annuleerBusreis,"Morgen zal het slecht weer zijn, annuleer mijn boeking"
geefOnboardServices,Gelieve me alle bezigheden op de bus te geven
geefOnboardServices,Graag had ik een overzicht van alle onboard diensten
geefOnboardServices,Is er gratis Wi-Fi op de bus ?
meldKlachten,Ik sta al een uur te wachten aan de halte en de bus is er nog steeds niet !
meldKlachten,De bus stonk enorm tijdens mijn reis !
meldKlachten,De organisatie trok op niets! 
huurBusMetChauffeur,Gelieve een bus met chauffeur te reserveren voor volgende week
huurBusMetChauffeur,Voor een excursie wil ik een bus met een chauffeur huren
huurBusMetChauffeur,geef me de prijs van een bus met chauffeur voor 1 dag in het binnenland
huurBusMetChauffeur,indien mogelijk zouden we graag een bus huren om een daguitstap te doen
