greetings,hallo
greetings,goeiedag
greetings,hey
greetings,hoi
greetings,tot later
greetings,bedankt en tot ziens
greetings,daag
greetings,salut
greetings,tot de volgende keer
greetings,dag chatbot
greetings,merci
greetings,hallo daar
geefBestemmingen,naar waar kan ik allemaal reizen ?
geefBestemmingen,geef me alle bestemmingen
geefBestemmingen,kan ik van Brugge naar Parijs met de bus ?
geefBestemmingen,rijden er bussen naar de Efteling ?
geefBestemmingen,is Kopenhagen bereikbaar vanuit gent ?
geefBestemmingen,kan ik buiten Europa met de bus ?
geefBestemmingen,"ik woon in Antwerpen en moet naar Zaventem, kan dat ?"
geefBestemmingen,Geef me alle skigebieden die jullie ondersteunen
geefBestemmingen,"Ik wel met vrienden naar een festival (Rock Werchter), kunnen wij de bus gebruiken ?"
geefBestemmingen,Is italië bereikbaar met de bus vanuit België ?
geefBestemmingen,Ik zou graag een citytrip doen naar Praag
geefBestemmingen,"Mijn lief en ik willen naar Rotterdam met de bus, is dit mogelijk ?"
geefBestemmingen,Geef me alle stops in Finland
geefBestemmingen,Geef me alle pretparken die jullie bedienen
geefReisTijden,Wanneer is de eerst volgende bus van Brugge naar Lille ?
geefReisTijden,geef me alle bussen op zaterdag 8 augustus van Kopenhagen naar Malmö !
geefReisTijden,Kan ik morgen om 10 uur in Antwerpen geraken met de bus?
geefReisTijden,Geef ons de bussen die vertrekken morgen in Gent
geefReisTijden,"Ik woon in Brugge en heb een vliegtuig morgenochtend in Zaventem, kan ik een bus gebruiken ?"
geefReisTijden,geef me de laatste bus morgenavond van Kopenhagen naar Malmö
geefReisTijden,kan ik morgen om 17u een bus nemen naar Praag in brussel ?
geefReisTijden,Zijn er vannacht bussen tussen Parijs en Arras ?
geefReisTijden,Mag ik alle bussen van en naar de Efteling vanuit Brussel ?
geefReisTijden,Hoe laat is de bus van Brugge naar Lille zondag ?
geefReisTijden,toon me de eerst volgende bussen van Milaan tot in Turijn ?
boekBusreis,Gelieve 2 plaatsen te reserveren voor de bus  van Brugge naar Parijs van morgen
boekBusreis,Boek 4 tickets naar Parijs op 9 augustus
boekBusreis,ik zou graag een plaats reserveren op de bus van Brugge naar Parijs van zondag
boekBusreis,"Morgen zou ik graag naar Parijs gaan, wil je een ticket reserveren voor mij"
boekBusreis,Graag had ik 2 tickets gereserveerd voor morgen naar Lille
boekBusreis,Ik wil 2 tickets naar de efteling voor zaterdag
boekBusreis,Boek voor mij een ticket naar zaventem morgen
boekBusreis,Ik had graag 3 tickets naar Kopenhagen vanuit Malmö
boekBusreis,Ik zou graag een plaats willen op de volgende bus naar Parijs
boekBusreis,Wil je voor mij een boeking plaatsen op de bus naar Parijs
boekBusreis,"Het is mooi weer dit weekend, Boek voor mij een busticket naar de zee"
boekBusreis,ik wil graag een plaats op de bus naar Parijs
geefActueleInfo,geef me alle actuele reisinformatie
geefActueleInfo,Zullen alle bussen rijden door het stormweer ?
geefActueleInfo,geef me alle vertragingen
geefActueleInfo,vertragingen in Amsterdam 
geefActueleInfo,zijn alle bussen vanuit Brugge op tijd ?
geefActueleInfo,Rijden alle bussen nog tijdens de tijden van het coronavirus ?
geefActueleInfo,Ik wil weten waarom mijn bus niet komt. Ik ben aan het wachten in Gent
geefActueleInfo,Wat is de stand van zaken rond vertragingen ?
geefActueleInfo,Zal mijn bus op tijd zijn ?
geefActueleInfo,Is er nog plaats op de eerstvolgende bus van Kopenhagen naar Bergen
geefActueleInfo,Zit mijn bus al vol ?
wijzigBusreis,"Ik heb een ticket voor de bus van Brugge naar Antwerpen, maar ik zou graag een andere dag gaan, omdat het slecht weer zal zijn"
wijzigBusreis,Graag een bus op een ander tijdstip?
wijzigBusreis,"het is slecht weer vandaag, Verplaats de busreis met een week"
wijzigBusreis,Gelieve mijn boeking een week te verplaatsen
wijzigBusreis,boek een andere stoel voor mijn boeking
wijzigBusreis,Graag een wijziging in mijn huidige boeking
wijzigBusreis,Morgen zou ik graag een uur later de bus nemen
wijzigBusreis,"Reserveer de volgende bus, ik heb mijn bus gemist"
wijzigBusreis,Gelieve de busreis te wijzigen naar morgen
wijzigBusreis,Boek een betere stoel met meer beenruimte
wijzigBusreis,Graag mijn busreis een maand verplaatsen
wijzigBusreis,Voor morgen zou ik graag mijn busreis verplaatsen naar de avond
annuleerBusreis,Gelieve mijn boeking te annuleren
annuleerBusreis,Ik wil mijn bus afzeggen
annuleerBusreis,Ik zou graag mijn bus afzeggen doordat mijn kinderen ziek zijn
annuleerBusreis,"Morgen had ik een bus ticket geboekt, gelieve dat te annuleren"
annuleerBusreis,Graag had ik een annulering van mijn busreis morgen
annuleerBusreis,Annuleer mijn reis naar Parijs van 9 augustus
