greetings,goeiedag
greetings,goede avond
greetings,hey
greetings,tot later
greetings,bedankt en tot ziens
greetings,salut
greetings,tot de volgende keer
greetings,dag chatbot
greetings,bedankt voor uw dienst
greetings,ik dank u
greetings,hallo daar
geefBestemmingen,naar waar kan ik allemaal reizen ?
geefBestemmingen,geef me alle bestemmingen
geefBestemmingen,kan ik van Brugge naar Parijs met de bus ?
geefBestemmingen,is Kopenhagen bereikbaar vanuit gent ?
geefBestemmingen,Is er een mogelijkheid om naar Noorwegen te gaan met de bus ?
geefBestemmingen,kan ik buiten Europa met de bus ?
geefBestemmingen,"ik woon in Antwerpen en moet naar Zaventem, kan dat ?"
geefBestemmingen,Geef me alle skigebieden die jullie ondersteunen
geefBestemmingen,"Ik wel met vrienden naar een festival (Rock Werchter), kunnen wij de bus gebruiken ?"
geefBestemmingen,Is italië bereikbaar met de bus vanuit België ?
geefBestemmingen,Ik zou graag een citytrip doen naar Praag
geefBestemmingen,"Mijn lief en ik willen naar Rotterdam met de bus, is dit mogelijk ?"
geefBestemmingen,Geef me alle stops in Finland
geefBestemmingen,Geef me alle pretparken die jullie bedienen
geefReisTijden,Wanneer is de eerst volgende bus van Brugge naar Lille ?
geefReisTijden,geef me alle bussen op zaterdag 8 augustus van Kopenhagen naar Malmö !
geefReisTijden,wanneer kan ik reizen op 9 augustus 2020 van Gent naar Amsterdam ?
geefReisTijden,Wanneer rijden de bussen naar Rock Werchter ?
geefReisTijden,Kan ik morgen om 10 uur in Antwerpen geraken met de bus?
geefReisTijden,Geef ons de bussen die vertrekken morgen in Gent
geefReisTijden,kan ik morgen om 17u een bus nemen naar Praag in brussel ?
geefReisTijden,Zijn er vannacht bussen tussen Parijs en Arras ?
geefReisTijden,"Ik ga met mijn vrienden gaan skieën van 3 februari tot 10 februari in Val d'Isère, geef me alle bussen die ik kan nemen !"
geefReisTijden,Mag ik alle bussen van en naar de Efteling vanuit Brussel ?
geefReisTijden,"Ik woon in Brugge en wil naar Amsterdam, toon me alle bussen op 12 december"
