greetings,hey
greetings,tot later
geefBestemmingen,naar waar kan ik allemaal reizen ?
geefBestemmingen,Ik zou graag een citytrip doen naar Praag
geefBestemmingen,"Mijn lief en ik willen naar Rotterdam met de bus, is dit mogelijk ?"
geefBestemmingen,Geef me alle stops in Finland
geefReisTijden,geef me alle bussen op zaterdag 8 augustus van Kopenhagen naar Malmö !
geefReisTijden,Kan ik morgen om 10 uur in Antwerpen geraken met de bus?
geefReisTijden,Mag ik alle bussen van en naar de Efteling vanuit Brussel ?
boekBusreis,Ik wil 2 tickets naar de efteling voor zaterdag
boekBusreis,ik wil graag een plaats op de bus naar Parijs
geefActueleInfo,geef me alle actuele reisinformatie
geefActueleInfo,Is er nog plaats op de eerstvolgende bus van Kopenhagen naar Bergen
geefActueleInfo,Zit mijn bus al vol ?
wijzigBusreis,Graag een bus op een ander tijdstip?
wijzigBusreis,Gelieve de busreis te wijzigen naar morgen
wijzigBusreis,Voor morgen zou ik graag mijn busreis verplaatsen naar de avond
annuleerBusreis,Gelieve mijn boeking te annuleren
annuleerBusreis,"Morgen had ik een bus ticket geboekt, gelieve dat te annuleren"
annuleerBusreis,Morgen zou ik graag mijn bus afzeggen
annuleerBusreis,Schaf mijn bus voor morgen naar Zaventem af
geefOnboardServices,Welke services bieden jullie aan op de bus ?
geefOnboardServices,Geef me alle onboard services
geefOnboardServices,Wat kunnen mijn kinderen doen op de bus ?
geefOnboardServices,"Ik zou graag E-books lezen, kan ik dat op de bus ?"
geefOnboardServices,Geef me alle gratis diensten op de bus voor tijdens de rit
meldKlachten,Bus is te laat en ik weet van niets
meldKlachten,Bus komt niet opdagen
buurBusMetChauffeur,Is er een mogelijkheid om een bus te huren met een chauffeur voor een skireis
buurBusMetChauffeur,Is het mogelijk een bus vast te leggen met een bestuurder
