greetings,hallo
greetings,goeiedag
greetings,goede avond
greetings,hey
greetings,hoi
greetings,tot later
greetings,daag
greetings,bedankt voor uw dienst
greetings,ik dank u
greetings,merci
greetings,hallo daar
geefBestemmingen,naar waar kan ik allemaal reizen ?
geefBestemmingen,kan ik van Brugge naar Parijs met de bus ?
geefBestemmingen,rijden er bussen naar de Efteling ?
geefBestemmingen,is Kopenhagen bereikbaar vanuit gent ?
geefBestemmingen,Is er een mogelijkheid om naar Noorwegen te gaan met de bus ?
geefBestemmingen,"Ik wel met vrienden naar een festival (Rock Werchter), kunnen wij de bus gebruiken ?"
geefBestemmingen,Is italië bereikbaar met de bus vanuit België ?
geefBestemmingen,Ik zou graag een citytrip doen naar Praag
geefBestemmingen,"Mijn lief en ik willen naar Rotterdam met de bus, is dit mogelijk ?"
geefBestemmingen,Geef me alle stops in Finland
geefBestemmingen,Geef me alle pretparken die jullie bedienen
geefReisTijden,Wanneer is de eerst volgende bus van Brugge naar Lille ?
geefReisTijden,geef me alle bussen op zaterdag 8 augustus van Kopenhagen naar Malmö !
geefReisTijden,wanneer kan ik reizen op 9 augustus 2020 van Gent naar Amsterdam ?
geefReisTijden,Wanneer rijden de bussen naar Rock Werchter ?
geefReisTijden,Kan ik morgen om 10 uur in Antwerpen geraken met de bus?
geefReisTijden,Geef ons de bussen die vertrekken morgen in Gent
geefReisTijden,"Ik woon in Brugge en heb een vliegtuig morgenochtend in Zaventem, kan ik een bus gebruiken ?"
geefReisTijden,geef me de laatste bus morgenavond van Kopenhagen naar Malmö
geefReisTijden,"Ik ga met mijn vrienden gaan skieën van 3 februari tot 10 februari in Val d'Isère, geef me alle bussen die ik kan nemen !"
geefReisTijden,Mag ik alle bussen van en naar de Efteling vanuit Brussel ?
geefReisTijden,Hoe laat is de bus van Brugge naar Lille zondag ?
geefReisTijden,"Ik woon in Brugge en wil naar Amsterdam, toon me alle bussen op 12 december"
geefReisTijden,toon me de eerst volgende bussen van Milaan tot in Turijn ?
boekBusreis,Gelieve 2 plaatsen te reserveren voor de bus  van Brugge naar Parijs van morgen
boekBusreis,Boek 4 tickets naar Parijs op 9 augustus
boekBusreis,Reserveer een ticket naar parijs voor morgen
boekBusreis,Wil je 2 tickets reserveren voor de eerstvolgende bus naar Parijs ?
boekBusreis,Gelieve een plaats te boeken voor mij naar Lille
boekBusreis,Graag had ik 2 tickets gereserveerd voor morgen naar Lille
boekBusreis,Ik wil 2 tickets naar de efteling voor zaterdag
boekBusreis,Ik had graag 3 tickets naar Kopenhagen vanuit Malmö
boekBusreis,"Het is mooi weer dit weekend, Boek voor mij een busticket naar de zee"
boekBusreis,ik wil graag een plaats op de bus naar Parijs
geefActueleInfo,geef me alle actuele reisinformatie
geefActueleInfo,Zijn er vertragingen voor de bus van Amsterdam naar Gent van 19u25 ?
geefActueleInfo,Zullen alle bussen rijden door het stormweer ?
geefActueleInfo,Zijn er vertragingen door het slechte weer vandaag ?
geefActueleInfo,vertragingen in Amsterdam 
geefActueleInfo,Rijden alle bussen nog tijdens de tijden van het coronavirus ?
geefActueleInfo,Ik wil weten waarom mijn bus niet komt. Ik ben aan het wachten in Gent
geefActueleInfo,Wanneer komt mijn bus ?
geefActueleInfo,Is er vertraging voor de bus van 7u25 van Brugge naar de Efteling ?
geefActueleInfo,Zal mijn bus op tijd zijn ?
geefActueleInfo,Is er nog plaats op de eerstvolgende bus van Kopenhagen naar Bergen
geefActueleInfo,Zit mijn bus al vol ?
wijzigBusreis,ik wil graag een bus van een ander uur boeken
wijzigBusreis,"Ik heb een ticket voor de bus van Brugge naar Antwerpen, maar ik zou graag een andere dag gaan, omdat het slecht weer zal zijn"
wijzigBusreis,Graag een bus op een ander tijdstip?
wijzigBusreis,Ik wil een andere bus reserveren
wijzigBusreis,Graag een wijziging in mijn huidige boeking
wijzigBusreis,Morgen zou ik graag een uur later de bus nemen
wijzigBusreis,Ik zou graag een andere dag boeken voor mijn busreis
wijzigBusreis,Gelieve de busreis te wijzigen naar morgen
wijzigBusreis,Voor morgen zou ik graag mijn busreis verplaatsen naar de avond
annuleerBusreis,Gelieve mijn boeking te annuleren
annuleerBusreis,Ik wil mijn bus afzeggen
annuleerBusreis,Ik zou graag mijn bus afzeggen doordat mijn kinderen ziek zijn
annuleerBusreis,"Morgen had ik een bus ticket geboekt, gelieve dat te annuleren"
annuleerBusreis,Graag had ik een annulering van mijn busreis morgen
annuleerBusreis,Annuleer mijn reis naar Parijs van 9 augustus
annuleerBusreis,Zeg mijn busreis af voor morgen
annuleerBusreis,Morgen zou ik graag mijn bus afzeggen
